3.42238E+00,-1.37500E+00,1.00000E+06
1.96225E+00,-2.13782E+00,7.94328E+05
1.04661E+00,-1.62827E+00,6.30957E+05
6.59155E-01,-1.07610E+00,5.01187E+05
5.68121E-01,-8.23906E-01,3.98107E+05
4.40195E-01,-6.93242E-01,3.16228E+05
4.83774E-01,-5.46829E-01,2.51189E+05
3.85633E-01,-3.86999E-01,1.99526E+05
3.65933E-01,-3.45978E-01,1.58489E+05
3.75774E-01,-2.45741E-01,1.25893E+05
3.95193E-01,-2.15990E-01,1.00000E+05
3.70424E-01,-1.52191E-01,7.94328E+04
3.78005E-01,-1.32769E-01,6.30957E+04
3.82988E-01,-1.06336E-01,5.01187E+04
3.51076E-01,-1.09669E-01,3.98107E+04
3.92045E-01,-9.19309E-02,3.16228E+04
4.04676E-01,-4.90339E-02,2.51189E+04
3.66194E-01,-1.77367E-02,1.99526E+04
3.36594E-01,6.05443E-03,1.58489E+04
3.21519E-01,-6.30325E-03,1.25893E+04
3.77853E-01,-3.39337E-02,1.00000E+04
3.89084E-01,-2.24020E-02,7.94328E+03
3.88463E-01,-2.18854E-02,6.30957E+03
3.90661E-01,-2.18809E-02,5.01187E+03
3.93805E-01,-2.20790E-02,3.98107E+03
3.96804E-01,-2.19285E-02,3.16228E+03
3.99640E-01,-2.21097E-02,2.51189E+03
3.71292E-01,-4.66958E-02,1.99526E+03
3.80640E-01,-4.56729E-02,1.58489E+03
4.02613E-01,-3.17517E-02,1.25893E+03
4.07042E-01,-2.74911E-02,1.00000E+03
4.11683E-01,-2.64551E-02,7.94328E+02
4.17515E-01,-2.20725E-02,6.30957E+02
4.20232E-01,-2.19446E-02,5.01187E+02
4.22904E-01,-2.22404E-02,3.98107E+02
4.25751E-01,-2.35555E-02,3.16228E+02
4.28920E-01,-2.43692E-02,2.51189E+02
4.32327E-01,-2.53873E-02,1.99526E+02
4.36073E-01,-2.64447E-02,1.58489E+02
4.40004E-01,-2.75457E-02,1.25893E+02
4.45389E-01,-2.41890E-02,1.00000E+02
4.52038E-01,-2.57588E-02,7.94328E+01
4.56200E-01,-2.62684E-02,6.30957E+01
4.60348E-01,-2.77421E-02,5.20000E+01
4.65736E-01,-2.82744E-02,3.98107E+01
4.70157E-01,-2.84583E-02,3.16228E+01
4.74211E-01,-2.84559E-02,2.51189E+01
4.78045E-01,-2.87447E-02,1.99526E+01
4.81274E-01,-2.87947E-02,1.58489E+01
4.84326E-01,-2.97532E-02,1.25893E+01
4.87235E-01,-3.14859E-02,1.00000E+01
4.90010E-01,-3.36266E-02,7.94328E+00
4.93621E-01,-3.73690E-02,6.30957E+00
4.97907E-01,-4.27627E-02,5.01187E+00
5.02775E-01,-4.72275E-02,3.98107E+00
5.10138E-01,-5.41893E-02,3.16228E+00
5.18974E-01,-6.06715E-02,2.51189E+00
5.29740E-01,-6.68715E-02,1.99526E+00
5.42511E-01,-7.19602E-02,1.58489E+00
5.57329E-01,-7.53298E-02,1.25893E+00
5.72193E-01,-7.54877E-02,1.00000E+00
5.87690E-01,-7.44685E-02,7.94328E-01
6.02901E-01,-7.20476E-02,6.30957E-01
6.16345E-01,-6.65359E-02,5.01187E-01
6.26531E-01,-5.84527E-02,3.98107E-01
6.34954E-01,-5.09517E-02,3.16228E-01
6.42905E-01,-4.38769E-02,2.51189E-01
6.47622E-01,-3.70540E-02,1.99526E-01
6.51759E-01,-3.08081E-02,1.58489E-01
6.54039E-01,-2.53254E-02,1.25893E-01
6.56306E-01,-2.07971E-02,1.00000E-01
