5.08739E+00,6.02310E-01,1.00000E+06
3.52205E-16,3.48421E-15,7.94328E+05
1.37973E+01,1.33832E+00,6.30957E+05
1.14578E+01,4.88167E-01,5.01187E+05
1.13840E+01,7.18667E-01,3.98107E+05
1.10616E+01,6.98978E-01,3.16228E+05
1.15116E+01,5.02840E-01,2.51189E+05
1.13799E+01,6.00678E-01,1.99526E+05
1.12467E+01,4.77836E-01,1.58489E+05
1.17342E+01,1.92488E-01,1.25893E+05
1.13170E+01,3.39241E-02,1.00000E+05
1.13190E+01,2.30464E-01,7.94328E+04
1.13218E+01,3.14539E-02,6.30957E+04
1.13949E+01,-1.18271E-01,5.01187E+04
1.10918E+01,-4.29305E-01,3.98107E+04
1.14695E+01,-4.75198E-01,3.16228E+04
1.15083E+01,-3.59304E-01,2.51189E+04
1.14780E+01,-3.90179E-01,1.99526E+04
1.14218E+01,-4.75992E-01,1.58489E+04
1.14261E+01,-6.31227E-01,1.25893E+04
1.15056E+01,-7.66959E-01,1.00000E+04
1.16433E+01,-9.37720E-01,7.94328E+03
1.16724E+01,-1.18424E+00,6.30957E+03
1.17158E+01,-1.47712E+00,5.01187E+03
1.17957E+01,-1.85309E+00,3.98107E+03
1.19127E+01,-2.29922E+00,3.16228E+03
1.19687E+01,-2.91568E+00,2.51189E+03
1.22496E+01,-3.59138E+00,1.99526E+03
1.26558E+01,-4.37990E+00,1.58489E+03
1.32243E+01,-5.29411E+00,1.25893E+03
1.40482E+01,-6.24859E+00,1.00000E+03
1.51711E+01,-7.27289E+00,7.94328E+02
1.65918E+01,-8.22607E+00,6.30957E+02
1.83907E+01,-8.94780E+00,5.01187E+02
2.04087E+01,-9.36040E+00,3.98107E+02
2.25030E+01,-9.29996E+00,3.16228E+02
2.44710E+01,-8.76618E+00,2.51189E+02
2.61514E+01,-7.91675E+00,1.99526E+02
2.74765E+01,-6.90275E+00,1.58489E+02
2.84705E+01,-5.86191E+00,1.25893E+02
2.92063E+01,-4.76782E+00,1.00000E+02
2.97298E+01,-3.88651E+00,7.94328E+01
3.00512E+01,-3.16042E+00,6.30957E+01
3.02395E+01,-2.64441E+00,5.20000E+01
3.04126E+01,-2.05487E+00,3.98107E+01
3.05042E+01,-1.64605E+00,3.16228E+01
3.05630E+01,-1.31428E+00,2.51189E+01
3.06107E+01,-1.05295E+00,1.99526E+01
3.06337E+01,-8.36590E-01,1.58489E+01
3.06512E+01,-6.69364E-01,1.25893E+01
3.06590E+01,-5.37330E-01,1.00000E+01
3.06667E+01,-4.19483E-01,7.94328E+00
3.06743E+01,-3.29130E-01,6.30957E+00
3.06789E+01,-2.64072E-01,5.01187E+00
3.06811E+01,-2.10190E-01,3.98107E+00
3.06738E+01,-1.78614E-01,3.16228E+00
3.06693E+01,-1.35952E-01,2.51189E+00
3.06681E+01,-1.02152E-01,1.99526E+00
3.06617E+01,-8.77349E-02,1.58489E+00
3.06829E+01,-7.78873E-02,1.25893E+00
3.06745E+01,-5.41218E-02,1.00000E+00
3.06712E+01,-4.15388E-02,7.94328E-01
3.06813E+01,-3.26832E-02,6.30957E-01
3.06817E+01,-1.99740E-02,5.01187E-01
3.06915E+01,-2.92708E-02,3.98107E-01
3.06827E+01,-1.97878E-02,3.16228E-01
3.06790E+01,-2.33602E-02,2.51189E-01
3.06833E+01,-1.10406E-02,1.99526E-01
3.06974E+01,-7.40477E-03,1.58489E-01
3.06849E+01,-7.14588E-03,1.25893E-01
3.06828E+01,-8.11559E-03,1.00000E-01
