2.71947E+00,-1.49855E+00,1.00000E+06
1.70695E+00,-1.13378E+00,7.94328E+05
7.96376E-01,-8.55481E-01,6.30957E+05
7.51924E-01,-7.35360E-01,5.01187E+05
5.94919E-01,-5.41187E-01,3.98107E+05
5.46106E-01,-3.67953E-01,3.16228E+05
5.19976E-01,-3.11348E-01,2.51189E+05
5.14768E-01,-2.42507E-01,1.99526E+05
4.79712E-01,-2.07208E-01,1.58489E+05
4.89666E-01,-1.61298E-01,1.25893E+05
4.99450E-01,-1.23831E-01,1.00000E+05
4.83414E-01,-9.05018E-02,7.94328E+04
4.83007E-01,-8.88690E-02,6.30957E+04
4.89052E-01,-7.09792E-02,5.01187E+04
4.54421E-01,-8.07392E-02,3.98107E+04
4.97375E-01,-6.91593E-02,3.16228E+04
5.08606E-01,-3.76694E-02,2.51189E+04
5.05275E-01,-5.76277E-03,1.99526E+04
4.72141E-01,1.53862E-02,1.58489E+04
4.66720E-01,-4.10738E-02,1.25893E+04
4.97720E-01,-1.48899E-02,1.00000E+04
4.91699E-01,-1.74040E-02,7.94328E+03
4.94574E-01,-2.13208E-02,6.30957E+03
4.97027E-01,-2.30923E-02,5.01187E+03
4.99986E-01,-2.54613E-02,3.98107E+03
5.02906E-01,-2.76838E-02,3.16228E+03
5.05457E-01,-3.08689E-02,2.51189E+03
4.98134E-01,-4.27474E-02,1.99526E+03
5.04101E-01,-4.66516E-02,1.58489E+03
5.10659E-01,-5.11949E-02,1.25893E+03
5.21615E-01,-4.75960E-02,1.00000E+03
5.27047E-01,-5.39172E-02,7.94328E+02
5.31756E-01,-6.18232E-02,6.30957E+02
5.38836E-01,-7.06738E-02,5.01187E+02
5.47410E-01,-8.07697E-02,3.98107E+02
5.57912E-01,-9.33736E-02,3.16228E+02
5.70914E-01,-1.05998E-01,2.51189E+02
5.86820E-01,-1.19502E-01,1.99526E+02
6.05927E-01,-1.33276E-01,1.58489E+02
6.28667E-01,-1.46835E-01,1.25893E+02
6.56826E-01,-1.53916E-01,1.00000E+02
6.88801E-01,-1.64959E-01,7.94328E+01
7.21000E-01,-1.72138E-01,6.30957E+01
7.49910E-01,-1.74916E-01,5.20000E+01
7.89060E-01,-1.72946E-01,3.98107E+01
8.21733E-01,-1.66506E-01,3.16228E+01
8.51093E-01,-1.55997E-01,2.51189E+01
8.76975E-01,-1.43095E-01,1.99526E+01
8.97375E-01,-1.28871E-01,1.58489E+01
9.14412E-01,-1.15489E-01,1.25893E+01
9.26946E-01,-1.03267E-01,1.00000E+01
9.37056E-01,-9.29352E-02,7.94328E+00
9.45131E-01,-8.61065E-02,6.30957E+00
9.52498E-01,-8.18447E-02,5.01187E+00
9.58952E-01,-8.00604E-02,3.98107E+00
9.65749E-01,-8.13575E-02,3.16228E+00
9.74076E-01,-8.57555E-02,2.51189E+00
9.84444E-01,-9.11046E-02,1.99526E+00
9.96542E-01,-9.78728E-02,1.58489E+00
1.01171E+00,-1.05166E-01,1.25893E+00
1.03040E+00,-1.10865E-01,1.00000E+00
1.05101E+00,-1.15338E-01,7.94328E-01
1.07387E+00,-1.16691E-01,6.30957E-01
1.09673E+00,-1.14616E-01,5.01187E-01
1.11921E+00,-1.08614E-01,3.98107E-01
1.13781E+00,-1.00398E-01,3.16228E-01
1.15464E+00,-9.05823E-02,2.51189E-01
1.16841E+00,-7.91606E-02,1.99526E-01
1.17938E+00,-6.86796E-02,1.58489E-01
1.18744E+00,-5.90308E-02,1.25893E-01
1.19388E+00,-5.02222E-02,1.00000E-01
