2.53403E+00,-1.10534E+00,1.00000E+06
2.02978E+00,-7.09668E-01,7.94328E+05
1.06366E+00,-7.30412E-01,6.30957E+05
7.47200E-01,-6.75986E-01,5.01187E+05
6.21554E-01,-4.80874E-01,3.98107E+05
5.62579E-01,-3.95156E-01,3.16228E+05
5.12605E-01,-3.31250E-01,2.51189E+05
4.97547E-01,-2.47341E-01,1.99526E+05
4.82913E-01,-2.02511E-01,1.58489E+05
4.91434E-01,-1.44686E-01,1.25893E+05
5.01207E-01,-1.28698E-01,1.00000E+05
4.91518E-01,-9.90564E-02,7.94328E+04
4.97294E-01,-9.01654E-02,6.30957E+04
5.00889E-01,-6.65826E-02,5.01187E+04
4.64585E-01,-8.37356E-02,3.98107E+04
5.07350E-01,-6.99691E-02,3.16228E+04
5.18738E-01,-3.69994E-02,2.51189E+04
5.20176E-01,-3.93907E-03,1.99526E+04
4.84266E-01,1.61094E-02,1.58489E+04
4.74084E-01,-4.42122E-02,1.25893E+04
5.09154E-01,-1.88169E-02,1.00000E+04
5.03046E-01,-1.86243E-02,7.94328E+03
5.05670E-01,-2.26515E-02,6.30957E+03
5.08067E-01,-2.47012E-02,5.01187E+03
5.11068E-01,-2.72830E-02,3.98107E+03
5.14172E-01,-2.98486E-02,3.16228E+03
5.17006E-01,-3.33541E-02,2.51189E+03
4.91928E-01,-5.83822E-02,1.99526E+03
5.15585E-01,-5.03337E-02,1.58489E+03
5.22440E-01,-5.55119E-02,1.25893E+03
5.33820E-01,-5.24801E-02,1.00000E+03
5.39476E-01,-5.97400E-02,7.94328E+02
5.44458E-01,-6.91941E-02,6.30957E+02
5.51990E-01,-7.93308E-02,5.01187E+02
5.60928E-01,-9.16090E-02,3.98107E+02
5.72014E-01,-1.06380E-01,3.16228E+02
5.86020E-01,-1.22009E-01,2.51189E+02
6.03372E-01,-1.39079E-01,1.99526E+02
6.24634E-01,-1.57399E-01,1.58489E+02
6.50406E-01,-1.75715E-01,1.25893E+02
6.83278E-01,-1.88029E-01,1.00000E+02
7.20555E-01,-2.04399E-01,7.94328E+01
7.60114E-01,-2.17303E-01,6.30957E+01
7.96397E-01,-2.23964E-01,5.20000E+01
8.47287E-01,-2.26635E-01,3.98107E+01
8.91464E-01,-2.21924E-01,3.16228E+01
9.32723E-01,-2.11295E-01,2.51189E+01
9.69360E-01,-1.95918E-01,1.99526E+01
1.00067E+00,-1.77757E-01,1.58489E+01
1.02559E+00,-1.59071E-01,1.25893E+01
1.04501E+00,-1.41159E-01,1.00000E+01
1.05996E+00,-1.26178E-01,7.94328E+00
1.07196E+00,-1.14006E-01,6.30957E+00
1.08128E+00,-1.05005E-01,5.01187E+00
1.09032E+00,-9.95667E-02,3.98107E+00
1.09794E+00,-9.92595E-02,3.16228E+00
1.10687E+00,-9.96652E-02,2.51189E+00
1.11922E+00,-1.03558E-01,1.99526E+00
1.13205E+00,-1.10011E-01,1.58489E+00
1.14869E+00,-1.15910E-01,1.25893E+00
1.16771E+00,-1.22018E-01,1.00000E+00
1.19100E+00,-1.27726E-01,7.94328E-01
1.21427E+00,-1.28377E-01,6.30957E-01
1.23913E+00,-1.26870E-01,5.01187E-01
1.26381E+00,-1.20537E-01,3.98107E-01
1.28425E+00,-1.12482E-01,3.16228E-01
1.30368E+00,-1.02297E-01,2.51189E-01
1.31894E+00,-8.99040E-02,1.99526E-01
1.33132E+00,-7.82024E-02,1.58489E-01
1.34194E+00,-6.76311E-02,1.25893E-01
1.34804E+00,-5.68314E-02,1.00000E-01
